human_score,model_score,sentence1,sentence2
5.0,0.99999994,Nelson Mandela 95 yaşında öldü,Nelson Mandela 95 Yaşında Öldü
4.2,0.8661418,Belçika Kralı II. Albert oğlu lehine görevi bırakacak,Belçika Kralı II. Albert 'feragat etmek' için
4.8,0.9798729,Nazi Gestapo şefi 'Yahudi mezarlığına gömüldü',Nazi şefi Yahudi cemetarya gömüldü
4.6,0.8513714,İsviçre en yüksek asgari ücret oylaması,İsviçre dünyanın en yüksek asgari ücretine oy kullandı
5.0,0.80567163,Kevin Rudd Avustralya başbakanı olarak yemin etti,"Rudd, Avustralya'nın yeni başbakanı olarak yemin etti"
0.8,0.61471426,Donetsk Bölgesi Protestocuları Hükümet Roket Cephanesi Taşıyan Kamyonları Gözaltına Aldı,Hükümet karşıtı ayaklanmalar büyüdükçe Taylandlı protesto lideri gelip beni alın diyor
4.2,0.7879053,Easy Rider yıldızı Karen Black 74 yaşında öldü,Easy Rider aktris Karen Black kanserden öldü
1.2,0.23534988,Coronation Street'in Bill Roache'ı Tutuklandı,Coronation Street yıldızları 'şaşırtıcı' yeni seti selamladı
4.4,0.86284524,"Red Sox, Tigers'ı yenerek Dünya Serisi'ne yükseldi","Red Sox, Tigers'ı 5-2 yenerek Dünya Serisi'ne yükseldi"
2.8,0.9270782,Çin Depremi Sonrası En Az 22 Ölü,Çin depremlerinde en az 89 ölü
0.2,0.17482793,Haberler Benim İşim,Yeni Bir iPad Geliyor
0.6,0.7028971,Glasgow'da helikopterde ölü sayısı dokuza yükseldi,Depremde ölü sayısı 260'a yükseldi
4.4,0.85479516,David Beckham sezon sonunda emekli olacak,David Beckham Futboldan Emekli Oldu
3.8,0.5516288,Afganistan: İntihar bombacısı askeri otobüs patlamasında sekiz kişiyi öldürdü,Yol kenarına yerleştirilen bomba 'sekiz Afgan askerini öldürdü'
4.6,0.6971383,N. Koreli Kim güçlü amcanın idamını selamladı,"Kuzey Koreli Kim, güçlü amcanın kovulmasının arkasında görüldü"
1.4,0.38463134,AB ve Myanmar yatırım koruma anlaşması için çalışıyor,Çin artık en iyi yatırım hedefi değil: anket
4.2,0.6827885,Tehelka editörü cinsel saldırı dolandırıcılığına karıştı,Tehelka editörü cinsel suistimal iddialarından sonra istifa etti
4.6,0.83788687,Demir Leydi Margaret Thatcher 87 yaşında öldü,Eski İngiliz Başbakanı Margaret Thatcher 87 yaşında öldü
2.2,0.68448156,Mısır'daki çatışmalarda dört Mursi destekçisi öldü,Mısır'da binlerce Mursi destekçisi bir araya geldi
4.6,0.9641933,"BM, Güney Sudan petrol kasabasındaki etnik cinayetleri kınadı",BM Güney Sudan'daki Etnik Cinayetleri Kınadı
2.6,0.71825296,Federaller 'ertesi gün hapı' itirazını düşürdü,"ABD, her yaştan kız için ertesi gün hapına izin vermek"
3.0,0.8391489,Bangkok'ta polis göstericilere göz yaşartıcı gaz sıktı,Polis göstericilere göz yaşartıcı gaz sıktı
3.6,0.24234647,"Çekim, protestolar mar Thai oylaması",Taylandlı protestocular önceden oylamayı aksattı
2.2,0.89621896,Çin hisse senedi endeks vadeli kontratları daha düşük kapandı -- 23 Nisan,Çin hisse senedi endeks vadeli kontratları daha yüksek kapandı -- 4 Aralık
0.8,0.58012027,Yemen saldırısında yedi Filipinli katled,Suriye askerleri bombalı saldırıda öldü
1.4,0.7762714,İsrail hava saldırısı davasını sona erdirdi; Filistinliler kritik,İsrail gambotları Filistinli balıkçılara ateş etti
4.4,0.7439821,Kiev'de protestocular Lenin heykelini devirdi,Ukraynalı protestocular Kiev'deki Lenin heykelini devirdi
3.6,0.934421,İran 'nükleer sabotaj girişimlerini engelliyor',İran nükleer tesiste sabotaj tespit ettiğini açıkladı
3.2,0.97109634,Çin yuanı Salı günü USD karşısında 6.1184'e kadar güçlendi,Çin Yuanı Pazartesi GÜNÜ USD Karşısında 6.168'e Kadar Güçlendi
1.2,0.8970579,Brezilya'da protestocular imtiyazlara rağmen toplandı,Ukrayna'da tavizlere rağmen protestolar sürüyor
4.2,0.6702806,Kraliçe Londra asker saldırı sahne ziyaret etti,Kraliçe II. Elizabeth geçen hafta öldürülen birleşik krallık askerinin kışlalarını ziyaret etti
4.2,0.7745886,Hindistan ve Çin askerleri yüz yüze anlaşmada fiili sınıra geri çekildi,"Hindistan: Çin, faceoff anlaşmasında fiili sınıra geri çekilmeyi kabul etti"
2.4,0.21501057,İkinci şüpheli yakalanırken Boston'da rahatlama,Polis şüphelinin nasıl yakalandığını doğruladı
4.6,0.88531727,Suriye ordusu Haçlı kalesini isyancılardan geri alıyor,Suriye ordusu tarihi Haçlı kalesini geri ele etti
5.0,0.8634998,Suudiler Lübnan ordusuna 3 milyar dolar verecek,Suudi Arabistan Lübnan ordusuna 3 milyar dolar hibe etti
0.8,0.5504754,Ukrayna'da Kızılhaç işçileri serbest bırakıldı,Kızılhaç üyeleri Suriye'de kaçırıldı
0.6,0.52487797,Suriye elçisi: Muhalefet olmadan barış görüşmesi olmaz,Suriye: Cameron ve Obama müdahaleye batıya yaklaştı
4.2,0.3579173,Kraliçe şimdiye kadarki en büyük taşıyıcıyı adlandıracak,Kraliçe dev uçak gemisine isim
3.4,0.7570885,Bangla militanları bombalı pusuda hapishane minibüsünden kaçtı,Bangladeş hapishane minibüsü pusuya düşürüldü
3.4,0.81296915,Mali'de 116 kişiyi taşıyan Air Algerie uçağının enkazı bulundu,Mali'de AH5017 sefer sayılı AirAlgerie uçağının enkazı bulundu
0.6,0.32409886,Nüfuzlı Filistinliler Tek Demokratik Devlet Arıyor,Arap Birliği Barış Görüşmelerinde Filistin'in Tutumuna Destek
1.4,0.71107644,Rus uçak kazasında onlarca kişi öldü,Alaska'daki uçak kazasında 10 kişi öldü
4.0,0.66674954,ABD'li perakendeciler Bangladeş fabrika güvenliği anlaşmasını kabul etti,70 perakendeci yeni Bangladeş fabrika güvenlik anlaşmasını kabul etti
3.2,0.5257911,ABD hükümetinin kapanması başladı - canlı güncellemeler,Sağlık Hizmetleri Kavgası Yüzünden Hükümetin Kapanması Başladı
3.0,0.66751236,Afganistan'da intihar bombacısı 14 kişiyi öldürdü,Afganistan'ın başkentinde intihar patlaması 1 kişiyi öldürdü
4.0,0.43629473,Çin ay'a sonda ve gezginci fırlattı,Çin ilk Moon Rover görevini başlattı
1.8,0.09022345,Tüm gözler Khurshid'Äôs gezisinde ...,AB maliye bakanları'Äô görüşmeleri b...
3.8,0.6068994,Avustralya oranları rekor düşük seviyeye indirdi,"Avustralya faiz oranını %2,75 ile rekor düşük seviyeye indirecek"
3.2,0.7449824,Çin Haber Ajansı Jet Aramadaki Gecikmeleri Çarptı,10 Çin gemisi jet araması için hazırda bekliyor
1.6,0.71414495,Klasik bulmaca - 1 Haziran Cumartesi,Klasik bulmaca - 20 Nisan Cumartesi
3.4,0.8243054,N Kore 30 kısa menzilli füzeyi test etti,N. Kore kısa menzilli füzeler ateşledi
5.0,0.937481,Prag'daki patlamada Filistinli diplomat hayatını kaybetti,Prag'daki patlamada Filistinli diplomat öldü
2.4,0.8987764,Acemi 'Güney Kore feribotu yönlendirdi',Güney Kore feribot kaptanı tutuklandı
1.6,0.8545851,Çin devlet başkanı Hindistan başkan yardımcısı ile görüştü,Çin devlet başkanı ABD dışişleri bakanıyla görüştü
4.6,0.5361186,"Polis, Doğu Londra'da öldürülen genç kız Shereka Marsh'ın boynundan vurulduğunu açıkladı.",Hackney çekimi: Genç Shereka Marsh 'boynundan vurulduktan sonra kan kaybından öldü'
1.6,0.7108372,Nairobi saldırısında ölü sayısı 59'a yükseldi,Mısır'daki şiddet olaylarında ölü sayısı 638'e yükseldi
4.0,0.85064274,Çin'in Barış Gemisi Perşembe günü Filipinler'e hareket ediyor,Çin Filipinler'e yardım ekibi gönderdi
0.0,0.36064804,İranlı muhalifler 'Irak'ta öldürüldü',Fransa Avrupa'da nüfuzunu kaybetti
0.4,0.7014052,James Gandolfini 51 yaşında öldü,Nelson Mandela 95 yaşında öldü
4.2,0.58204836,Yaklaşık dokuz milyon kişi 'ağır borç' içinde,İngiltere'nin borç timebomb'u: Dokuz milyon 'ciddi borç' içinde
5.0,0.8464894,Güncellendi - Boston Maratonu bitiş çizgisine yakın iki patlama,Boston Maratonu'nun bitiş çizgisinde iki patlama ihbarı
1.0,0.77975106,Pakistan treninde bomba patlamasında 12 kişi öldü,Doğu Hindistan'da bomba patlaması sonucu 5 kişi öldü
4.8,0.68749493,Yeni Soğuk Savaş,Yeni bir Soğuk Savaş mı?
5.0,0.9758405,Küba'nın 'Bayanlar'ı AB ödülünü 8 yıl geç alacak,Küba'nın 'Bayanlar'ı 8 Yıl Sonra AB Ödülünü Alacak
0.6,0.7062667,Brezilya'daki otobüs kazasında 14 kişi öldü,Arizona'daki paraşüt kazasında iki kişi öldü
1.8,0.5911398,ABD: Esad Suriye isyancılarına kimyasal silah kullandı,Esad kimyasal silahları teslim etmeyi kabul etti
3.4,0.4533961,Bangladeş'te Ölü Sayısı 194'te Çöktü,Bangladeş'teki bina çökmesinde en az 200 kişi öldü
2.8,0.88215953,İsrailli gençler Batı Şeria'da kayıp,İsrail Batı Şeria'da kayıp üç gencin cesedini buldu
3.4,0.91959894,Başkan Mandela'nın yasını tutuyor,Dünya Mandela'nın ölümünün yasını tutuyor
3.2,0.8528482,"Beyrut'taki İran büyükelçiliği yakınlarında iki patlama, 7 ölü",Beyrut'taki İran büyükelçiliği yakınlarında patlama
2.2,0.30882916,Singapur hisseleri Pazartesi günü %0.31 yükseldi,Singapur hisseleri Pazartesi günü daha düşük açıldı
2.4,0.8845472,İntihar bombacısı 23 Irak ordusu askerini öldürdü,İntihar bombacısı Bağdat'ta 13 Irak ordusu askerini öldürdü
4.6,0.7117276,"Sağır müşteriler Starbucks'a dava açtı, dalga geçildiklerini söylüyor","Sağır NY Starbucks müşterileri dava açtı, alay edildiklerini söylüyor"
4.8,0.8153701,Moskova'daki metro yangınında binlerce kişi tahliye edildi,Moskova Metrosu'nda yangın çıktıktan sonra binlerce kişi tahliye edildi
0.4,0.67878145,Pakistan'da şiddetli sel felaketinde 38 kişi öldü,Brezilya stadyumundaki çökmede 3 kişi öldü
3.0,0.7145404,Yemen'in kuzeyinde Şii el-Houthi savaşçıları tarafından 7 kişi öldürüldü,Yemen'in kuzeyindeki mezhep çatışmasında en az 5 kişi öldü
0.4,0.2772978,İran Suriye barış görüşmelerinden dışlandı: BM,Suriye hava saldırısında çok sayıda kişi öldü
0.4,0.30320168,Kerry'den Kongre'ye kapatmayı sonlandırma çağrısı,Brezilya Kongresi internet yasasını onayladı
1.0,0.46068743,Kanada tren arsası şüphelileri suçlamaları reddetti,"Mısır'da serbest bırakılan Kanadalılar, henüz evlerine gitmiyor"
2.8,0.7219827,Doğu Ukrayna Ayrılıkçıları Rusya'ya Katılmak İstedi,Kırım Parlamentosu Rusya'ya Katılmayı Oylamış
0.0,0.47546902,Rudd yeni Avustralya Başbakanı olarak yemin etti,Mezhepçi olarak saklanan Müslümanlar ...
0.0,0.3557283,Ay kayaları çarpışmadan doğan dünya küresinin,Hintli bakan kafa kafaya çarpışan kişi öldü
5.0,0.6922897,BlackBerry Q2'de 965 milyon ABD doları kaybetti,BlackBerry 2. çeyrekte 965 milyon dolar kaybetti
1.6,0.89272624,"Mısır, Suriye'ye yönelik askeri harekata şiddetle karşı çıkıyor",Suriye'ye askeri harekat olasılığına tepkiler
1.8,0.73035175,Rusya yanlısı isyancılar Malezya uçağını düşürdü: Ukrayna,Rusya Ukrayna Üzerinde Karşı Davalar Hazırlıyor
0.4,0.4186033,Jakarta ile teknelerde tartışma yok: Abbott,İran nükleer görüşmelerinde anlaşma yok
4.6,0.95401186,"ABD, Suriye'nin muhtemelen kimyasal silah kullandığına inanıyor","ABD, Suriye hükümetinin kimyasal silah kullandığına inanıyor"
0.0,0.56623936,Mısır muhalefeti cumhurbaşkanının konuşmasını eleştirdi,Pakistan'da muhalefet partisi cumhurbaşkanlığı seçimlerini boykot etti
1.0,0.6583734,Suriye savaşı yıllarca sürüncemerken görüldü,Suriye rejimi yüzlerce mahkumu serbest bıraktı
1.0,0.76207525,Rusya: Akdeniz'de balistik füzeler ateşlendi,"İsrail, Akdeniz'de ABD ile ortak füze denemesi gerçekleştirdiğini açıkladı"
3.0,0.44230083,Endonezya'da yanardağ patladı -100 bin kişi tahliye edildi ve havaalanları kapatıldı,Volkanik patlama 3 havalimanını kapattı
1.4,0.83088964,"Irak'taki şiddetli saldırılarda 49 ölü, 148 yaralı","Irak'taki saldırılarda 2 ölü, 11 yaralı"
1.4,0.32044274,Ukraynalı Yanukovych istifa etmeyi planlamadığını söyledi,Ukrayna muhalefeti Yanukovich'in istifasını istedi
0.8,0.81884944,Afganistan'ın doğusunda şiddetli sel 58 kişiyi öldürdü,Afganistan'ın doğusunda bombayla 16 yaralı
5.0,0.52186793,Müfettişler LAX havaalanı tetikçisinin nedenlerini araştırıyor,Müfettişler Los Angeles Havaalanı Tetikçisinin Gerekçelerini Araştırıyor
5.0,0.9305834,Okulda tecavüze uğrayan 6 yaşındaki Hintli kız hakkında çıkan haberlerden sonra öfke,Okulunda Tecavüze Uğrayan 6 Yaşındaki Hintli Kızın Ardından Öfke
4.6,0.5614275,"Janet Yellen, Federal Rezerv'e liderlik eden ilk kadın oldu",ABD Senatosu Janet Yellen'ın ABD Federal Rezerv şefi olduğunu doğruladı
3.8,0.87776107,Dünya güçleri ve Ruhani yönetimindeki İran nükleer görüşmeleri canlandırdı,Dünya güçleri İran nükleer görüşmelerinde nadir ilerleme istiyor
1.2,0.79652774,Mısır'da Müslüman Kardeşler yasaklandı,Mısır'da ordu üstünlüğü elinde tutuyor
2.8,0.56666833,Kanada'daki Petrol Treni Patlamasında Daha Fazla Ölüm Bekleniyor,Kanada'daki tren kazasında 5 ölü
0.4,0.46480975,"Filipinler, Tayvan balıkçı saldırısı hakkındaki yorumunu geri verdi",Bin Ladin'in devam eden savrağı Kenya'daki alışveriş merkezi saldırısında gösterildi
1.6,0.42936027,Kalabalıklar ve Ileri Gelenler Mandela Anma Töreni İçin Toplandı,"Obama, Mandela'nın cenaze töreninde 'selfie' çekti"
1.8,0.79752535,Obama'dan İsraillilere ve Filistinlilere Itidal Çağrısı,"Obama, İsrailli ve Filistinli müzakerecilerle bir araya geldi"
4.2,0.8029318,Rusya Greenpeace doktorlarını serbest bıraktı,Rus mahkemesi Greenpeace gemi doktorlarını kefaletle serbest bıraktı
0.2,0.5342621,Rus uçak enkazı bir yıl sonra bulundu,Rusya saldırı sonrası Libya'daki büyükelçiliğini boşalttı
4.0,0.56268156,ABD'nin Yemen'deki düğün partisine düzenlediği insansız hava aracı saldırısında 17 kişi öldü,ABD İhA'sı Yemen düğün konvoyunda yanlışlıkla 14 kişiyi öldürdü
1.0,0.54880154,Çin imalat endeksi 11 ayın en düşüğünde: HSBC,Çin üretimi Eylül'de genişliyor
0.4,0.5393922,Fransa çocuk güzellik yarışmalarını yasaklayana kadar yasaklasa gerek yok,Facebook mobil ödeme hizmetini test etmek için
1.8,0.65854156,"Tarihte Bugün, Aralık 2","Tarihte Bugün, 23 Nisan"
1.8,0.5602062,Gemiler Suriye Kimyasal Silah Taşımacılığı İçin Eğitildi,BM Suriye Kimyasal Silah Kararını Kabul Etti
0.6,0.78641254,Hindistan'daki Mumbai'deki bina çökmesinde ölü sayısı 29'a yükseldi,Endonezya'daki maden göçüğünde ölü sayısı 12'ye yükseldi
1.4,0.48272312,Aşırılık yanlıları Nijer saldırılarını üstlendi,Altın Şafak cinayetlerini Yunan militan grubu üstlendi
3.8,0.74869204,Rus yanlısı güçler Kırım'daki Ukrayna deniz üssüne girdi,Kırım kuvvetleri Ukrayna donanma karargahını bastı
4.2,0.8720227,Kayıp Güney Koreli nakliye kralının cesedi tarlada bulundu,Sewol feribot faciası: Güney Koreli nakliye kralının cesedi bulundu
2.2,0.864377,Nelson Mandela'nın durumu hakkında güncelleme yok,Nelson Mandela'nın durumu iyileşiyor
2.0,0.38442844,Ukrayna: Kiev'deki çatışmalarda 9 kişi öldü,Ukrayna Kiev çatışmaları konusunda baskı altında
4.2,0.7421416,Kaçırılan Nijeryalı Kızları Bulmaya Yardımcı Olmak İçin ABD Uçan Gözetim Görevleri,ABD gözetleme uçağı kaçırılan Nijeryalı kızları avlamaya katıldı
3.8,0.5602558,"Prens George, St James Sarayı'nda vaftiz edildi.",Prens George Londra'da vaftiz edildi
4.0,0.93309754,Monty Python yeni gösteri için yeniden bir araya geliyor,Monty Python sahnede yeniden bir araya geliyor
0.2,0.45482227,İtalya Dışişleri Bakanı Gana Başkan Yardımcısı ile görüştü,Belçika Başbakanı kurbanlara başsağlığı diledi
1.4,0.56994396,"Atlanta'nın banliyösünde itfaiyecileri rehin alan silahlı adam öldü, polis dedi ki",Lede: Video: Silahlı Adam Gürcistan'da İtfaiyecileri Rehin Aldı
5.0,0.7944863,Bradley Manning-WikiLeaks davası cezaya döndü,Manning WikiLeaks davası ceza aşamasına geçti
2.4,0.41523707,Mısır anketi: Yüzde 98'i yeni anayasaya 'evet' oyu verdi,Mısır anayasa konusunda önemli oylamayı düzenliyor
4.6,0.85818005,İran ve altı küresel güç dönüm noktası nükleer anlaşma imzaladı,İran ve dünya güçleri nükleer anlaşmada anlaştı
1.0,0.7531786,İsrail güçleri bir gecede Batı Şeria'daki baskınlarda 6 Filistinliyi tutukladı,"İsrail, Kudüs yerlilerini gayrimeşr olarak sınıflandırdı"
2.8,0.6027325,Lahey Zimbabve seçimlerinin 'yürütülmesinden endişe duyduğunda',Zimbabve: Seçimle ilgili 'ciddi endişeler'
0.6,0.5182235,Hong Kong hisse senetleri yükseldi,Hint hisse senetleri daha yüksek açıldı
0.4,0.6215176,Ileri gelenler Paul Desmarais'e saygılarını sunuyorlar.,Yıldızlar James Garner'a saygılarını sunuyor
4.2,0.747921,Bilgisayar arızası nedeniyle güneybatı zemin uçuşları,"Güneybatı uçuşları ertelendi, bilgisayar arızası sonrası iptal edildi"
3.6,0.872312,Suriye'deki Vatikan Büyükelçiliği havan topu ateşiyle vuruldu,Suriye'deki Vatikan büyükelçiliği havan topuyla vuruldu; yaralanma yok
4.2,0.94574887,Kuzey Kore ortak sanayi bölgesine erişimi engelliyor,Kuzey Kore Kilit Sanayi Bölgesine Erişimi Engelliyor
2.8,0.60234576,İslamcı militanlar 1'i Pakistanlı 9 yabancı turisti öldürdü,Pakistan'da Silahlı Kişiler 11 Yabancı Turisti Öldürdü
1.0,0.43466857,'Batılı' güçler Somali'deki İslamcı militan üssüne saldırdı,Batılı güçler Modi ile arkadaş olmak için çabalıyor
3.8,0.86004907,Hong Kong devir teslim yıldönümünde dev demokrasi mitingine hazırlanıyor,Hong Kong büyük demokrasi mitingine hazırlanıyor
3.0,0.94554025,Irak'ta intihar bombacısı 20 kişiyi öldürdü,"Irak'ta intihar bombacısı ilkokula saldırdı, 15 kişiyi öldürdü"
0.4,0.6244809,Bohol heyelanında 5 çocuk sağ olarak toprağa verildi,Afganistan'daki saldırıda 9 çocuk öldü
3.0,0.733098,Endonezya Yanardağı Patlarken Sıcak Lavlar Tarafından 6 Kişi Öldü,Endonezya'daki patlamada 5 ölü
0.6,0.91080457,Hindistan'daki bina çökmesinde en az 11 kişi öldü,Irak'taki Bombalı Patlamalarda En Az 66 Kişi Öldü
2.8,0.45904952,Mısır'da cumhurbaşkanlığı seçimi başladı,Mısır uzun zamandır bekleyen cumhurbaşkanlığı seçim yasasını yayınladı
4.4,0.97539735,ABD'li evangelistin oğlu kendini öldürdü Abd'li popüler evangelist Rick Warren'ın oğlu intihar etti.,Popüler ABD'li evangelist Warren'ın oğlu intihar etti
0.0,0.48041067,İtalyan parlamentosu yeni BAŞBAKAN'a destek,New York'ta Tren Raydan Çıktı 4 Kişiyi Öldürdü
0.4,0.46511966,Rus milletvekilleri İnterneti kısıtlayan yeni tasarıyı kabul etti,Rusya: Akdeniz'de balistik 'nesneler' ateşlendi
3.4,0.58921576,Sezonun En Güçlüsü Süper Tayfun Haiyan Filipinler'i Yerden Yerden Çarptı,Süper tayfun Haiyan Filipinler'e yaklaşıyor
0.0,0.22355954,NATO Ukrayna'nın çöküşünü kınadı,Tayland tahvilleri bölgenin en iyisi
1.2,0.28257796,Çin AB'nin şarap ihracatını araştıracak,Christie soruşturması kızışıyor
3.6,0.64935297,Conan O'Brien Beyaz Saray Muhabirleri Yemeğinde,"Obama ve O'Brien, D.C. Beyaz Saray Muhabirleri Yemeğinin Versiyonlarını Yazdılar"
3.0,0.67361474,Boston bomba şüphelisi suçlandı; görülen dini motif,Boston'daki bombalı saldırı şüphelisi hastane yatağında suçlandı
1.4,0.7186934,Asya piyasaları Çin ticaret verisinde karışık,Asya piyasaları merkez bankası teşvik korkuları üzerine düştü
4.8,0.91129375,Dünyanın en yaşlı insanı 116 yaşında Japonya'da öldü,Jiroemon Kimura: Dünyanın en yaşlı insanı 116 yaşında öldü
1.4,0.9825511,Hindistan'da döviz kurları,Singapur'da döviz kurları
3.6,0.6175606,"Colorado'daki orman yangını, rüzgarlar kötüleştikçe 90'dan fazla evi yok etti",Colorado orman yangını eyalet tarihindeki en büyük mülk yok edicisi olabilir
2.0,0.7036407,"Endonezya adası açıklarında 6,3 büyüklüğünde deprem",6 büyüklüğündeki deprem Tayland'ı vurdu
2.0,0.6827037,ABD ve Afgan hükümeti Taliban ile barış görüşmeleri yapacak,Pakistan Taliban ile doğrudan görüşmelerde bulundu
3.0,0.9447869,"Terörizm ve İsrail-Filistin Çatışması Haberleri (22 Ocak 'Äď 28, 2014)","Terörizm ve İsrail-Filistin Çatışması Haberleri (31 Temmuz 'Äď Ağustos 6, 2013)"
1.6,0.38005206,'Suriye'ye müdahale etmek için ya çok geç ya da çok erken',BM Başkanı: Müfettişlerin Suriye'deki soruşturmayı sonuçlandırmak için 4 güne ihtiyacı var
1.0,0.8824216,İran'ın nükleer müzakere heyeti Kazakistan'a gidiyor,İran'ın nükleer arayışı 'Tahran'a 100 milyar doların üzerinde maliyete mal oldu'
0.8,0.6946347,ABD fabrika siparişleri Ocak'ta 0.7 pct düştü,Alman fabrika siparişleri Ocak'ta yeniden yükseldi
5.0,0.5044538,Libya Dışişleri Bakanlığını Kuşatarak Talepleri İlerletiyor,Libya dışişleri bakanlığını talepleri zorlamak için silahlı kişiler kuşattı
0.6,0.8135793,Tayfun'un ölü sayısı 3633'e yükseldi,Mısır'da ölü sayısı 638'e yükseldi
4.2,0.91512626,Uganda devlet başkanı eşcinsel karşıtı tasarıyı imzaladı,Uganda devlet başkanı sert eşcinsel karşıtı yasayı imzaladı
1.8,0.5297181,Rus parlamentosu Putin'in Ukrayna'da askeri kullanmasına izin verdi,Rusya'nın Ukrayna'nın güneydoğusunu dahil etmek gibi bir niyeti yok: FM
4.4,0.9637021,Bradley Manning düşmana yardım etmekten beraat etti,Wikileaks askeri Bradley Manning düşmana yardım etmekten beraat etti
0.6,0.4198909,G7 'Rusya yaptırımlarını yoğunlaştırmak için',Ukrayna Rus İşgalinden Korkuyor
5.0,0.62597233,Rock gruplarının uçağı acil iniş yapıyor.,Rock Gruplarının Uçağı Acil İniş Yaptı.
0.8,0.4203834,Rusya Başbakanı Kırım Ziyaretinin İkinci Gününde,"Rusya, Suriye için ön şartlar belirlememesi konusunda uyardı"
4.6,0.5801884,Yargıç OKs Kaliforniyalı mahkumları zorla besliyor,"ABD'li yargıç, kaliforniyalı mahkumları açlık strikinde zorla beslemeyi onayladı"
4.0,0.8347697,Venezuela hapishanesinde çete şiddeti 16 kişiyi öldürdü,Venezuela hapishanesinde 16 kişi öldü
3.4,0.6520593,Afganistan'da ABD Askeri Ölümleri 2 Bin 153'te,Afganistan'da ABD Askeri Ölümleri
1.4,0.7329765,İsrail ve Filistinliler Pazartesi günü bir toplantı daha istiyor: ABD'li yetkili,Filistinliler: Kerry Misyonunun Başarısız Olmasını İstemeyiz
3.8,0.63490075,Tropikal Fırtına Karen ABD Körfez Kıyılarını hedef alıyor,Tropikal Fırtına Karen karaya oturmaya hazır
4.8,0.86237156,İrlandalı Toprak ve İç Çekişme Şairi Seamus Heaney 74 Yaşında Öldü,İrlandalı şair ve Nobel ödüllü Seamus Heaney 74 yaşında öldü
4.6,0.87270576,Bangladeşli İslamcılar ateist blogculara karşı miting yaptı,Bangladeşli İslamcılar ateist blogculara karşı eylem talep etmek için miting düzenledi
4.0,0.65187955,Malezya Havayolları'nın MH17 sefer sayılı uçağının Doğu Ukrayna'da düşmesi,Malezya Havayolları'na ait uçak Ukrayna-Rusya sınırında düştü
1.8,0.49918467,Somali'nin merkezindeki restoranda intihar bombacısı 13 kişiyi öldürdü,İntihar bombacısı Kabil'de en az 4 kişiyi öldürdü
5.0,0.64924246,Anthony Weiner yeni ankette dördüncü sıraya yükseldi,"Weiner, nyc belediye başkanlığı anketinde dördüncü oldu"
0.6,0.32806337,Hindistan Çin'i fiili sınırı geçmekle suçladı,Senato ve Meclis sınır paralarında çarpışma rotasında
2.8,0.7732608,Hristiyan bir adamla evlenen hamile Sudanlı kadın 'apotasy' suçundan idama mahkum edildi,"Sudan, apotasy'den idam cezasına çarptırılan Hristiyan kadını serbest verdi"
5.0,0.7116003,ABD'li üst düzey diplomat Kerry'nin eşi hastaneye yetiştirildi,ABD Dışişleri Bakanı John Kerry'Äôs eşi hastaneye koştu
3.8,0.6087668,"Kerry, Ortadoğu barış sürecinde 'sessiz strateji' izliyor","Kerry, Ortadoğu barışını zorlamak için İsrailli liderlerle bir araya geldi"
3.6,0.86219156,Kuzey Kore nükleer reaktörü yeniden başlatmasını söyledi,Kuzey Kore Görüşmeler Sunuyor: Karmaşık Yeniden Açılabilir
4.0,0.64849895,Mısır mahkemesi Mübarek'Äôs'un serbest bırakılmasını değerlendirdi,Mısır mahkemesi Mübarek'in serbest bırakılmasına karar verdi
0.8,0.657509,"Afganistan'ın başkentinde intihar bombacısı sekiz kişiyi öldürdü, 13 kişiyi yaraladı - polis",Suriye'nin başkentiNin Eski Şehir bölgesinde canlı bomba 4 kişiyi öldürdü
1.2,0.609467,Boston'daki bombalı saldırı şüphelisi hastane yatağında suçlandı,Bir hafta sonra: Boston bombalama kurbanlarını onurlandırıyor; şüpheli konuşamıyor
0.4,0.37759513,Daha fazla yağmur Hint sel kurtarma engeller,Kuzey Hindistan'da toplu tecavüze uğrayan ABD'li turist: Polis
1.6,0.5376143,Doğu Afrika'daki büyük terör saldırılarına bir bakış,BM Güvenlik Konseyi Kenya'nın başkentindeki ölümcül terör saldırısını eleştirdi
0.8,0.42447886,Rusya'dan Ukrayna'nın ateşkes kararına tepki,Kıbrıs Rum Kesimi Ukrayna varlıklarını soruşturuyor
3.5,0.79918826,Kim Jong-un 'Köpekten Beter' Amcasını İdam Etti,"NKorea, Kim Jong Un'un amcayı idam etti"
1.2,0.6937902,Brezilya'daki Dünya Kupası'nda renkli destek,Merkel Dünya Kupası finaline katılacak
3.6,0.6257608,Mandela hastanede kalıyor.,Mandela 'yoğun bakımda' kalmaya devam ediyor
4.4,0.6197409,Güney Kore Feribot Mürettebatı Yargılanıyor,Sewol feribot mürettebatı yargılanıyor
5.0,0.82066894,Mısır yeni anayasayı oylamaktadır,Mısırlılar Yeni Anayasayı OyluYor
2.8,0.794007,ABD'nin İhA saldırısı Pakistanlı yetkililerde altı kişiyi öldürdü,ABD İhA'sı Pakistan'da 4 militanı öldürdü
2.0,0.65747017,Vietnam kayıp uçaktan gelen sinyalleri tespit etti,Çin kayıp uçak için arama alanını genişletiyor
4.0,0.87354857,Kriket-İngiltere v Avustralya dördüncü test puan tablosu,"Kriket-İngiltere 155-4 v Avustralya, dördüncü test - çay"
